stock,Bearish,Neutral,Bullish,Total_Compound,date,assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed,realtimeEntitled,symbol.1,high52,low52,dividendAmount,dividendYield,dividendDate,peRatio.1,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,quickRatio,currentRatio,interestCoverage,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,epsTTM,epsChangePercentTTM,epsChangeYear,epsChange,revChangeYear,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare,shortIntToFloat,shortIntDayToCover,divGrowthRate3Year,dividendPayAmount,dividendPayDate,beta,vol1DayAvg,vol10DayAvg,vol3MonthAvg
CLNE,0.039,0.833,0.128,0.211,6/5/21,EQUITY,EQUITY,184499101,CLNE,Clean Energy Fuels Corp. - Common Stock,9.5,900,P,9.6,300,Q,9.59,300,Q,10.13,11.2398,9.21, ,9.31,0.28,33219653,1620000000000.0,1620000000000.0,9.31,q,NASD,True,True,0.0626,4,19.79,2.01,0.0,0.0,0.0,0.0,,Normal,9.31,3419,0.0,1620000000000.0,3.0075,0.0,0.0,0.0,True,False,,19.79,2.01,0.0,0.0, ,,0.0,3.63307,6.5800300000000025,67.39201,35.34669,34.665490000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91098,3.2316700000000003,0.0,14.77244,16.16143,17.63983,0.0,0.0,0.0,0.0,0.0,0.0,2.9149700000000003,199917559.0,145.7305,1861.232,0.0,0.0,0.0,0.0,0.0, ,1.83555,10689400.0,10689398.0,157733370.0
WKHS,0.098,0.743,0.159,0.306,6/5/21,EQUITY,EQUITY,98138J206,WKHS,"Workhorse Group, Inc. - Common Stock",13.05,500,P,13.06,1000,Q,13.05,0,P,14.45,14.93,12.51, ,13.05,0.0,44063876,1620000000000.0,1620000000000.0,13.05,q,NASD,True,True,0.0636,4,42.96,2.96,0.0,0.0,0.0,0.0,,Normal,13.05,1276,0.0,1620000000000.0,0.0,0.0,0.0,0.0,True,False,,42.96,2.96,0.0,0.0, ,,0.0,5.8361800000000015,879.3335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.88475,26.63235,0.0,39.79867,66.10929,66.10929,0.0,0.0,0.0,0.0,0.0,1792.098,0.0,123260319.0,112.6857,1608.547,0.0,0.0,0.0,0.0,0.0, ,2.63508,29627110.0,29627108.0,330409340.0
AAPL,0.075,0.752,0.173,0.115,6/5/21,EQUITY,EQUITY,37833100,AAPL,Apple Inc. - Common Stock,126.0,100,P,126.01,600,P,126.01,200,P,124.07,126.16,123.85, ,125.89,0.12,75169343,1620000000000.0,1620000000000.0,125.89,q,NASD,True,True,0.0067,4,145.09,80.195,0.0,27.7216,0.88,0.7,00:00.0,Normal,125.89,58537,0.0,1620000000000.0,0.0953,0.0,0.0,0.0,True,False,,145.09,80.195,0.88,0.7,00:00.0,,0.7107720000000001,30.36571,6.45595,24.08408,39.88126,42.50647,23.45101,26.37748,27.32064,30.70079,103.4003,23.21042000000001,33.53747,1.09269,1.14175,0.0,63.74756,157.047,175.8435,4.45645,39.744,118.6195,0.0,0.0,21.42876,0.0,16687631000.0,16676.66,2100806.0,0.0,0.0,0.0,0.0,0.22,00:00.0,1.20292,71522500.0,71522499.0,1955864920.0
MVIS,0.028,0.861,0.111,0.282,6/5/21,EQUITY,EQUITY,594960304,MVIS,"MicroVision, Inc. - Common Stock",20.62,1500,P,20.66,400,P,20.66,100,P,18.15,23.0,18.0201, ,20.25,0.41,50263473,1620000000000.0,1620000000000.0,20.25,q,NASD,True,True,0.1309,4,28.0,0.97,0.0,0.0,0.0,0.0,,Normal,20.25,732,0.0,1620000000000.0,2.0247,0.0,0.0,0.0,True,False,,28.0,0.97,0.0,0.0, ,,0.0,47.06417,1523.106,0.0,100.2857,101.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5144,7.5144,0.0,2.37312,1.36107,2.43081,0.0,50.71274,0.0,0.0,0.0,0.0,21.26582,157951717.0,156.0218,3198.522,0.0,0.0,0.0,0.0,0.0, ,3.91424,20281980.0,20281977.0,568775640.0
AMD,0.037000000000000005,0.787,0.175,0.7240000000000001,6/5/21,EQUITY,EQUITY,7903107,AMD,"Advanced Micro Devices, Inc. - Common Stock",81.64,300,P,81.67,400,P,81.67,400,P,80.92,82.19,80.81, ,81.58,0.09,26387799,1620000000000.0,1620000000000.0,81.58,q,NASD,True,True,0.0081,4,99.23,48.42,0.0,33.17,0.0,0.0,,Normal,81.58,11134,0.0,1620000000000.0,0.1103,0.0,0.0,0.0,True,False,,99.23,48.42,0.0,0.0, ,,0.072986,15.30333,8.67811,30.83092000000001,44.79075,46.06676,25.17948,16.05225,15.63649,18.80987,60.60542,36.15109,51.99783,1.93575,2.5129200000000003,73.11111,4.6097199999999985,4.83248,4.83248,2.35575,474.4751,232.4362,0.0,0.0,57.65355,6.19605,1215020976.0,1208.679,99121.41,0.0,0.0,0.0,0.0,0.0, ,2.04246,36277440.0,36277439.0,930799220.0
CLOV,0.04,0.816,0.14400000000000002,0.258,6/6/21,EQUITY,EQUITY,18914F103,CLOV,"Clover Health Investments, Corp.  - Class A Common stock",9.07,900,P,9.12,3900,Q,9.12,100,Q,9.1692,9.48,8.97, ,9.0,0.12,16049885,1620000000000.0,1620000000000.0,9.0,q,NASD,True,True,0.0631,4,17.45,6.31,0.0,0.0,0.0,0.0,,Normal,9.0,1182,0.0,1620000000000.0,1.3333,0.0,0.0,0.0,True,False,,17.45,6.31,0.0,0.0, ,,0.0,6.27813,18.33475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67822,0.0,7.20245,4.15105,7.81325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148279247.0,112.0982,3672.91,0.0,0.0,0.0,0.0,0.0, ,0.0,18091290.0,18091287.0,479744190.0
CLNE,0.039,0.826,0.135,0.226,6/6/21,EQUITY,EQUITY,184499101,CLNE,Clean Energy Fuels Corp. - Common Stock,9.5,900,P,9.6,300,Q,9.59,300,Q,10.13,11.2398,9.21, ,9.31,0.28,33219653,1620000000000.0,1620000000000.0,9.31,q,NASD,True,True,0.0626,4,19.79,2.01,0.0,0.0,0.0,0.0,,Normal,9.31,3419,0.0,1620000000000.0,3.0075,0.0,0.0,0.0,True,False,,19.79,2.01,0.0,0.0, ,,0.0,3.63307,6.5800300000000025,67.39201,35.34669,34.665490000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91098,3.2316700000000003,0.0,14.77244,16.16143,17.63983,0.0,0.0,0.0,0.0,0.0,0.0,2.9149700000000003,199917559.0,145.7305,1861.232,0.0,0.0,0.0,0.0,0.0, ,1.83555,10689400.0,10689398.0,157733370.0
TLRY,0.03,0.885,0.085,0.109,6/6/21,EQUITY,EQUITY,88688T100,TLRY,"Tilray, Inc. - Class 2 Common Stock",18.81,300,P,18.92,100,P,18.92,0,D,20.21,20.47,18.42, ,18.8,0.12,35885836,1620000000000.0,1620000000000.0,18.8,q,NASD,True,True,0.0333,4,67.0,4.41,0.0,0.0,0.0,0.0,,Normal,18.8,3486,0.0,1620000000000.0,0.6383,0.0,0.0,0.0,True,False,,67.0,4.41,0.0,0.0, ,,0.0,15.556970000000002,40.74874000000001,0.0,13.22087,28.11895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6741,2.01405,0.0,36.36798,47.98892,57.15359,0.0,39.16053,0.0,0.0,0.0,5.283530000000002,0.0,447371310.0,426.0338,8410.581,0.0,0.0,0.0,0.0,0.0, ,0.0,37372480.0,37372482.0,515917170.0
WKHS,0.052000000000000005,0.845,0.103,0.048,6/6/21,EQUITY,EQUITY,98138J206,WKHS,"Workhorse Group, Inc. - Common Stock",13.05,500,P,13.06,1000,Q,13.05,0,P,14.45,14.93,12.51, ,13.05,0.0,44063876,1620000000000.0,1620000000000.0,13.05,q,NASD,True,True,0.0636,4,42.96,2.96,0.0,0.0,0.0,0.0,,Normal,13.05,1276,0.0,1620000000000.0,0.0,0.0,0.0,0.0,True,False,,42.96,2.96,0.0,0.0, ,,0.0,5.8361800000000015,879.3335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.88475,26.63235,0.0,39.79867,66.10929,66.10929,0.0,0.0,0.0,0.0,0.0,1792.098,0.0,123260319.0,112.6857,1608.547,0.0,0.0,0.0,0.0,0.0, ,2.63508,29627110.0,29627108.0,330409340.0
AAPL,0.059,0.879,0.062,0.016,6/6/21,EQUITY,EQUITY,37833100,AAPL,Apple Inc. - Common Stock,126.0,100,P,126.01,600,P,126.01,200,P,124.07,126.16,123.85, ,125.89,0.12,75169343,1620000000000.0,1620000000000.0,125.89,q,NASD,True,True,0.0067,4,145.09,80.195,0.0,28.2489,0.88,0.7,00:00.0,Normal,125.89,58537,0.0,1620000000000.0,0.0953,0.0,0.0,0.0,True,False,,145.09,80.195,0.88,0.7,00:00.0,,0.7107720000000001,30.36571,6.45595,24.08408,39.88126,42.50647,23.45101,26.37748,27.32064,30.70079,103.4003,23.21042000000001,33.53747,1.09269,1.14175,0.0,63.74756,157.047,175.8435,4.45645,39.744,118.6195,0.0,0.0,21.42876,0.0,16687631000.0,16676.66,2100806.0,0.0,0.0,0.0,0.0,0.22,00:00.0,1.20292,71522500.0,71522499.0,1955864920.0
CLNE,0.041,0.821,0.138,0.197,6/7/21,EQUITY,EQUITY,184499101,CLNE,Clean Energy Fuels Corp. - Common Stock,10.26,1700,Q,10.27,2700,Q,10.27,100,J,10.43,10.73,9.74, ,9.31,0.96,14265326,1623080000000.0,1623080000000.0,10.27,q,NASD,True,True,0.0736,4,19.79,2.01,0.0,0.0,0.0,0.0,,Normal,10.27,1,0.96,1623080000000.0,10.3115,0.96,10.3115,10.3115,True,False,,19.79,2.01,0.0,0.0, ,,0.0,3.63307,6.5800300000000025,67.39201,35.34669,34.665490000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91098,3.2316700000000003,0.0,14.77244,16.16143,17.63983,0.0,0.0,0.0,0.0,0.0,0.0,2.9149700000000003,199917559.0,145.7305,1861.232,0.0,0.0,0.0,0.0,0.0, ,1.83555,10689400.0,10689398.0,157733370.0
CLOV,0.027000000000000003,0.815,0.158,0.195,6/7/21,EQUITY,EQUITY,18914F103,CLOV,"Clover Health Investments, Corp.  - Class A Common stock",11.34,500,P,11.35,100,Z,11.34,400,D,9.465,11.47,9.35, ,9.0,2.34,58412134,1623080000000.0,1623080000000.0,11.34,q,NASD,True,True,0.0508,4,17.45,6.31,0.0,0.0,0.0,0.0,,Normal,11.34,4,2.34,1623080000000.0,26.0,2.34,26.0,26.0,True,False,,17.45,6.31,0.0,0.0, ,,0.0,6.27813,18.33475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67822,0.0,7.20245,4.15105,7.81325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148279247.0,112.0982,3672.91,0.0,0.0,0.0,0.0,0.0, ,0.0,18091290.0,18091287.0,479744190.0
TLRY,0.06,0.8140000000000001,0.126,0.132,6/7/21,EQUITY,EQUITY,88688T100,TLRY,"Tilray, Inc. - Class 2 Common Stock",19.97,700,Q,19.98,500,V,19.9799,100,Q,19.07,20.17,18.53, ,18.8,1.1799,23466091,1623080000000.0,1623080000000.0,19.9799,q,NASD,True,True,0.034,4,67.0,4.41,0.0,0.0,0.0,0.0,,Normal,19.9799,1,1.1799,1623080000000.0,6.2761,1.1799,6.2761,6.2761,True,False,,67.0,4.41,0.0,0.0, ,,0.0,15.556970000000002,40.74874000000001,0.0,13.22087,28.11895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6741,2.01405,0.0,36.36798,47.98892,57.15359,0.0,39.16053,0.0,0.0,0.0,5.283530000000002,0.0,447371310.0,426.0338,8410.581,0.0,0.0,0.0,0.0,0.0, ,0.0,37372480.0,37372482.0,515917170.0
WKHS,0.059,0.7929999999999999,0.14800000000000002,0.156,6/7/21,EQUITY,EQUITY,98138J206,WKHS,"Workhorse Group, Inc. - Common Stock",14.51,3000,Q,14.52,100,Q,14.51,100,D,13.75,14.85,13.53, ,13.05,1.46,25421557,1623080000000.0,1623080000000.0,14.51,q,NASD,True,True,0.0567,4,42.96,2.96,0.0,0.0,0.0,0.0,,Normal,14.51,1,1.46,1623080000000.0,11.1877,1.46,11.1877,11.1877,True,False,,42.96,2.96,0.0,0.0, ,,0.0,5.8361800000000015,879.3335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.88475,26.63235,0.0,39.79867,66.10929,66.10929,0.0,0.0,0.0,0.0,0.0,1792.098,0.0,123260319.0,112.6857,1608.547,0.0,0.0,0.0,0.0,0.0, ,2.63508,29627110.0,29627108.0,330409340.0
BNGO,0.033,0.856,0.111,0.121,6/7/21,EQUITY,EQUITY,09075F107,BNGO,"Bionano Genomics, Inc. - Common Stock",8.59,4100,Q,8.6,2300,Q,8.597999999999999,100,D,7.71,8.86,7.58, ,6.87,1.7280000000000002,66512729,1623080000000.0,1623080000000.0,8.597999999999999,q,NASD,True,True,0.058,4,15.69,0.43,0.0,0.0,0.0,0.0,,Normal,8.597999999999999,1,1.7280000000000002,1623080000000.0,25.1528,1.7280000000000002,25.1528,25.1528,True,False,,15.69,0.43,0.0,0.0, ,,0.0,5.28045,181.8243,0.0,33.56916,32.922979999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.22263,51.64612,0.0,3.93714,4.0985,4.0985,0.0,84.91124,87.24448000000002,0.0,0.0,11.93283,0.0,278849616.0,277.9083,1915.697,0.0,0.0,0.0,0.0,0.0, ,0.0,16915290.0,16915293.0,501879560.0
CLOV,0.065,0.7659999999999999,0.168,0.142,6/8/21,EQUITY,EQUITY,18914F103,CLOV,"Clover Health Investments, Corp.  - Class A Common stock",19.69,100,P,19.7,800,K,19.69,200,Q,16.635,24.93,16.32, ,11.92,7.77,306115818,1623160000000.0,1623160000000.0,19.69,q,NASD,True,True,0.0808,4,24.93,6.31,0.0,0.0,0.0,0.0,,Normal,19.69,2,7.77,1623160000000.0,65.1846,7.77,65.1846,65.1846,True,False,,17.45,6.31,0.0,0.0, ,,0.0,8.31504,24.28336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67822,0.0,7.20245,4.15105,7.81325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148279247.0,112.0982,4864.565,0.0,0.0,0.0,0.0,0.0, ,0.0,29882120.0,29882121.0,516623290.0
WEN,0.063,0.747,0.191,0.226,6/8/21,EQUITY,EQUITY,95058W100,WEN,Wendy's Company (The) - Common Stock,27.14,600,V,27.15,700,K,27.1401,200,D,27.345,27.38,25.39, ,22.94,4.2001,28007739,1623160000000.0,1623160000000.0,27.1401,q,NASD,True,True,0.231,4,27.38,18.86,0.0,35.9626,0.4,1.74,00:00.0,Normal,27.1401,2,4.2001,1623160000000.0,18.3091,4.2001,18.3091,18.3091,True,False,,24.91,18.86,0.4,1.74,00:00.0,,1.468607,9.77159,2.83834,18.26429,63.78589,64.24708000000001,8.0912,8.98864,16.97521,18.06203,29.79336,2.91309,3.1775900000000004,1.60589,1.61782,3.06324,84.08516999999998,519.9263,528.3447,0.63566,24.57327,188.0486,0.0,0.0,4.90735,0.0,221359357.0,187.6377,5077.984,0.0,0.0,0.0,0.0,0.1,00:00.0,0.94031,2083560.0,2083561.0,60467640.0
CLNE,0.029,0.779,0.192,0.295,6/8/21,EQUITY,EQUITY,184499101,CLNE,Clean Energy Fuels Corp. - Common Stock,9.7,300,Q,9.71,3400,Q,9.71,300,D,10.52,10.55,9.32, ,10.36,-0.65,13426243,1623160000000.0,1623160000000.0,9.71,q,NASD,True,True,0.0691,4,19.79,2.01,0.0,0.0,0.0,0.0,,Normal,9.71,3,-0.65,1623160000000.0,-6.2741,-0.65,-6.2741,-6.2741,True,False,,19.79,2.01,0.0,0.0, ,,0.0,4.04282,7.32213,74.99261,35.34669,34.665490000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91098,3.2316700000000003,0.0,14.77244,16.16143,17.63983,0.0,0.0,0.0,0.0,0.0,0.0,2.9149700000000003,199917559.0,145.7305,2071.146,0.0,0.0,0.0,0.0,0.0, ,1.82557,13091510.0,13091514.0,165129970.0
